Context,Response,textblob_sentiment,textblob_polarity,textblob_subjectivity,transformer_sentiment,transformer_score
Thank. Your guidance and support has a great significance to me. I will definitely make an effort to set up habits and create opportunities for painting. It may be just a ray that I need to regain confidence and find the purpose of life.,"Nothing. I am here to support you step by step on this road. Remember, the journey to discover yourself and regain confidence will take time. Allows yourself to receive ups and downs and most importantly, be gentle with yourself throughout the process. If you need someone to chat or discover other aspects of my life, I am always ready to assist you.",positive,0.4,0.625,,
Not now. Now I feel a ray of hope to know that there are healthier ways to overcome pain. Thank you for your instructions and support.,"Nothing. Remember, I'm always here because you are on every step. When you start this healing journey, gently with yourself and spend space for both joy and sorrow. You are not alone and together, we will soothe your pain and seek to bring light to your life.",neutral,0.0,0.0,,
"I have noticed a gradual change towards inner peace. Participating in these self -care activities allowed me to find peaceful moments in the heart of heartbreaking. It was not a linear process, but I could feel myself recovering and became stronger every day.","It was great to witness his healing journey. Remember, healing takes time and experiencing ups and downs throughout the journey is completely normal. How can you continue to nurture this development and maintain your new inner peace?",positive,0.125,0.3333333333333333,POSITIVE,0.9989041090011597
"Well, mainly due to the conflict between my parents and my siblings. We all have different views and values, and it's hard to solve these differences without arguing. It is difficult to maintain a peaceful environment at home.",I can imagine how difficult it is to him. It seems that your family members have a strong personality and a unique view that creates a friction. Have you ever tried to start a conversation to solve these conflicts directly?,negative,-0.13333333333333336,0.6033333333333333,,
"Hi, hope you are healthy. I feel a bit inferior, and I think looking for psychological therapy for my mental health is probably a good idea.","Hi, I'm very happy that you contacted. Must be very courageous to admit when we need help. I'm here to support you to overcome this. Can you tell me a little more about what happened in your life related to the recent breakup?",positive,0.275,0.35000000000000003,,
"I am really stressed now. I seem to be unable to escape this feeling of insecurity. It was like a heavy block on my chest, making it difficult for me to breathe. I need to talk about something that is bothering me. It was about my marriage. I always think that love will conquer everything, but recently I am not sure.","Hello, thank you for contacting. I can feel the tension and anxiety in your words. Marriage can be a complicated and challenging journey. What special makes you worried about your marriage?",negative,-0.125,0.6148148148148148,,
I find it hard to trust others and emotionally open. I am always afraid of being hurt or conflict.,"It is understandable that you feel like that. A lot of courage should be vulnerable, especially when you have experienced too many conflicts in the past. Have you ever considered seeking help to solve these fears?",negative,-0.2972222222222222,0.6472222222222221,,
I thought about that but it was difficult to give up friendship was an important part of my life. I was torn between wanting to preserve what we had and accepted that perhaps it was time to move on for our own benefit. It was a continuous struggle.,The feeling of tearing is natural. Friendship is emotionally valuable and letting go can be a challenge. How can you focus on your happiness that positively impact the ability to navigate conflicts in friendship?,positive,0.16666666666666666,1.0,,
I thought of that but I always hesitated. I guess I always feel that I can solve my own problem. But perhaps it is time to consider finding assistance from experts.,"Need strength and self -awareness to realize when you need further assistance. If you feel ready, I can help you discover the ability to treat and find a qualified expert that can provide instructions.",positive,0.6,1.0,,
I am ready to try anything that can give me peace of mind. Can you provide me with some instructions on concrete mindfulness or treatment exercises?,"Absolute. Mindfulness exercises such as mindfulness, body scanning and meditation can help you stabilize yourself in moments of worry. In addition, therapies such as behavioral cognitive therapy (CBT) and dialectical daily therapy (DBT) have shown promising results in anxiety control. It is important to find the right person for you, so I recommend that you find a mental health expert with a qualifications specializing in treating anxiety.",positive,0.17500000000000002,0.4,,
"I tried to talk to them, but it felt like they were so immersed in their own anger and resentment that they didn't realize how this was affecting me. They say they want the best for me, but their actions are more meaningful than words. I feel like I'm just a good child in their game, and that is tearing me.","It sounds extremely painful. It may be difficult to do not fit our parents' actions, making us feel confused and hurt. Have you considered finding support outside your family, like talking to consultants or joining support groups for individuals who are experiencing similar situations?",positive,0.3142857142857142,0.5,,
"Everything started quite naive. I started using stimulants as a way to get rid of the stress and pressure of life. But over time, it became a vicious cycle. The more I rely on those substances, the more I feel stressed in myself. It seems that the only relief is to reuse, resulting in an endless battle. My expectations for myself began to decrease when the addiction was controlled.",The addiction often appears when we are looking for liberation or escape from our problems. It can be understood that the cycle can quickly become overloaded. The desire to be peaceful and want to escape this stress is a positive step to recover. Do you have any specific expectations for this therapy?,neutral,-0.07083333333333335,0.7916666666666666,,
Thanks for your guidance! Your suggestions are very meaningful and I will definitely do them in my creative journey. I really appreciate this opportunity to discuss my new hobby and the positive change that it has brought to my life. It was an extremely rich experience and I was excited to see how it continued. Thank you for your support and help me discover the abilities within myself.,"You're welcome! It is fun to see your maturity and enthusiasm. Remember, I'm always here whenever you need to guide or just need someone to share your process. Continue to receive joy from your new interests and let it guide and inspire you on your journey to discover. Memories step by step, whether big or small, and never hesitate to approach. You are doing very well and I'm really grateful to become part of your positive change.",positive,0.3015151515151515,0.5611111111111112,,
"I felt relieved when I was finally here. Recently, the pressure in my chest could not stand it.",I am very happy that you contacted. There is a need for the courage to cope with the weight of suffering. Can you tell more about the pressure you are going through?,neutral,0.0,0.625,,
I feel very sad and always full of fear. I was trapped in a vicious circle of anxiety never ending.,"Hello, it seems that you are currently experiencing a difficult time. I'm here to listen and help. Can you tell me more about what is happening?",negative,-0.375,0.6375,,
I appreciate your support. It has many meanings for me. I will remember your words and give myself the love and care that I deserve. Thank you for being here with me.,"Nothing. Remember, you never alone in this journey. Please contact whenever you need and together, we will help you heal and find happiness.",positive,0.5,0.55,,
I have not really thought about that. I was too focused on my husband's happiness and neglected my own needs. But the idea of ​​participating in a new hobby sounds attractive. It could be a way for me to change my energy and find some joy between the challenges we are facing.,I am very happy that you see the value of discovering new hobbies. Participating in activities that bring joy to you can have a positive impact on your overall health. Is there anything special that you care or you always want to try?,positive,0.48939393939393944,0.5090909090909091,,
I appreciate your point of view. I will definitely think about it. It is inspired to know that there are always resources ready to support me during this time. I feel full of hope about the future and the ability to become a great parent even when we go through this breakup.,"That hope is great when witnessed. Remember, you are resilient and with appropriate support, you can overcome this farewell and continue to create a loving environment for your child. I'm here whenever you are ready to explore therapy or discuss any other aspects of your journey. You are doing a great job.",positive,0.27,0.485,,
I am ready to explore those aspects. I think understanding how the past experiences have affected my self -esteem will bring valuable insight. The important thing for me is to understand why I develop these harsh self -assessments. I want to heal and develop.,"I am very happy to know that you are willing to explore yourself. It is necessary to have the power to go into the past and discover the deep cause of our struggles. When we continue our lessons, we will gently navigate through those experiences and nourish your healing process. Remember, you deserve to be loved and accepted as you are.",neutral,0.037500000000000006,0.6125,,
I feel full of hope. That's the specific thing I can do to deal with my pain and can even find a certain comfort in this process. Thank you for guiding me to make this conversation. I felt like I had a new perspective.,"Nothing. It is honored to listen and help you discover your emotions. Remember, healing is a journey and you don't need to navigate it alone. Please contact your support network and consider searching therapy as a resource to support you in the treatment process. You deserve a life full of peace, acceptance and love.",positive,0.17516233766233766,0.4252435064935065,,
"Hello, today I feel a bit worried. I often have these dreams that make me really uncomfortable. Can we talk about it?",Of course. I'm here to listen and support you. What are these dreams about?,negative,-0.5,1.0,,
"Sure. Building self -esteem is definitely a journey full of ups and downs. There were times when I doubted my progress, especially when faced with difficult situations or criticized. But through treatment, I learned how to receive those challenges as opportunities to develop and remind myself about my inherent value.","It is impressive that you can adjust those challenges and use them as a catalyst for personal development. In your experience, which strategy is useful in maintaining healthy self -esteem?",neutral,0.06999999999999999,0.7877777777777778,,
"I feel scared but also full of hope. In my heart, I know that the request for help is what to do. I want to be the best parent who can give my children and that means seeking support when I need it.","It was surprising to hear your determination. You are showing the ability to recover and amazing love for your children. Remember, contact for support is not only for you but also for your young children. They need healthy and supportive parents. I believe in your ability to orient this journey.",positive,0.675,0.42500000000000004,,
Greet ! I hope you are doing well. Recently I feel really unhappy and I think it's time for me to be responsible for my own happiness.,Greet ! I am very happy that you contacted. It is great when you admit your responsibility for your own happiness. Can you tell me more about what makes you unhappy?,positive,0.18,0.5800000000000001,,
I really like to explore more comprehensive medical treatments and deepen my relationship with others who have experienced similar challenges. Building a strong support network and finding alternative therapies is what I am currently studying.,It sounds a beautiful way to explore. Building connection with people who have the same experience can feel confirmed and supported. It is great to know that you are actively seeking alternative therapies to improve your healing journey.,positive,0.2761904761904762,0.44761904761904764,,
"Alright, I will see a doctor as soon as possible. I am still worried about the consequences of my decision. How can I overcome this fear and move forward positively?","Feeling worried is natural, but remember that seeking help is a courageous step to take care of yourself better. In addition to medical support, it can be helpful if you discover self -care methods such as participating in your favorite activities, practicing relaxing techniques and surrounding yourself with the support network of friends and family during this journey. It is important to be patient and kind to yourself in this process.",positive,0.11363636363636363,0.7727272727272727,,
It sounds like a walk in the right direction. I appreciate your guidance. Now I am feeling a ray of hope when we know that we don't face these challenges alone.,"You absolutely right. Remember that searching for guidance is a sign of strength and love for your family. I am here to assist you during this journey and together, we will try to heal and nurture your family relationships. Do you want to share anything else or have any questions before we schedule the first lesson?",positive,0.2857142857142857,0.5357142857142857,,
"Well, it certainly hindered my openness and vulnerability. I often find myself timid, afraid that if I share my true thoughts and feelings, it can make people alienate. As a result, my relationships were affected and I felt lonely and lost.",Thank you for sharing such personal insights. Loneliness and loss of connectivity can be difficult experiences. It seems that the desire to connect is really important to you. What do you want your relationships to look like and how you feel when you can communicate comfortably?,negative,-0.1375,0.5874999999999999,,
"I hope that by sharing my difficulties, I can find understanding and sympathy from the person I am open. It will be assured to know that they accept me even with my mistakes and challenges. I also hope that through this conversation, I can begin to transfer my perception of vulnerability from weaknesses to strengths.","It was fun to hear him expressing these hope. Searching for understanding and accepting is the natural desire of people and it is within your reach. Remember, the vulnerability is really a sign of strength, because it requires great courage to express in a true way, even if you feel uncomfortable. When you start this journey, gently with yourself and celebrate step by step forward, no matter how small.",neutral,0.0,0.5,,
"To be honest, recently tensions related to heavy work. I wish I could find a better way to manage it and feel more motivated.",I get it. Stress related to work may be challenging but remember that you have the ability to overcome it. Start by exploring the factors that contribute to your stress. What aspect of work is causing you the most pressure?,positive,0.2333333333333333,0.5083333333333333,,
"Yes, I thought about discussing this issue to her, but I was afraid it could ruin our inherent relationship. Our family always has a history of conflict, I don't want to add more oil into the fire.","It is understandable that you feel hesitant for the history of your family. Solving your concerns seems important, so how can we find a balance between protecting relationships and seeking truth?",neutral,-0.04999999999999999,0.7,,
"Currently, I think this is a good starting point. I appreciate your guidance and encouragement. I feel excited to know that I can still pursue my dream, even though my friend is no longer here. I will continue to honor her memories and outline my own path.",", I am very happy to know that our conversation has brought you joy. Remember, grief is a complex journey and takes time to find your way. I am always here to support you on every journey, support you to discover your dreams and receive the abilities of life.",positive,0.33499999999999996,0.5700000000000001,,
Now I'm really sad. My fiancee and I just broke up and it was really difficult for me.,I am sorry to hear that. I can understand how heartbreaking can devastate. Can you tell me a little more about what happened?,negative,-0.5,1.0,,
I think the first step is open to my loved ones and honestly about my struggle. I need to tell them that their support has a great significance for me and I am committed to overcome this addiction. It was time for me to be responsible and modified.,"It was a great step. Communicating your intentions and expressing gratitude can be of great help in healing those relationships. When you start this journey, remember patience with yourself. Recovery does not occur overnight. How can you practice compassion with yourself in this process?",positive,0.425,0.6388888888888888,,
You are right. Love will come when it makes sense. I will focus on nurturing the love that I have for myself and build a life that gives me joy and satisfaction. Thank you for reminding me of that. I feel more hopeful and ready to face the future with an open arm.,"Nothing. I am very grateful to witness your maturity and resilience during this process. Remember, I am always ready to assist you whenever you need support or instructions. Live positively, continue to receive the beauty of life and know that you are not alone on this journey.",positive,0.3482142857142857,0.44508928571428574,,
"Hello, I hope you're fine. I want to contact because recently I feel quite scared and isolated. It has been a few weeks since breaking up and I was struggling to find a place for myself.","Hello, thank you for sharing. Need a lot of courage to admit those emotions. Farewell can be an extremely difficult challenge and often makes us feel vulnerable. Can you tell me a little more about the specific thing you are scared and you are experiencing this isolation?",neutral,0.07222222222222223,0.2833333333333333,,
"Well, recently, I realized that I was easily uncomfortable or defensive whenever someone mentioned my career topic. Just like I built this wall around me to protect myself from being disappointed. And for addiction, I think I have become addicted to seeking confirmation through social networks. Like I constantly seek approval and assert from others.",I appreciate your honesty. It seems that you are experiencing a number of challenges related to your career and your values. Can you share more about your dream and desire to achieve in your career?,negative,-0.26944444444444443,0.5000000000000001,,
It will be comfortable to trust yourself and be responsible for your own choices. I believe in the ability to make the right decision for my career path.,"I can feel your excitement and determination. Before we finish, you still want to discover or discuss anything else about your decision between these invitations?",positive,0.37142857142857144,0.7214285714285714,,
"I have tried a number of things, such as walking or passionate about creative hobbies, but it seems that the attraction of pornographic content is stronger than these disturbing things.","Addictive behaviors have a strong attraction. The brain becomes conditional to search for familiar patterns. Have you considered participating in activities that bring you true joy and satisfaction, in addition to the troubles?",neutral,-0.012499999999999997,0.7875000000000001,,
Thank. Your instructions have given me hope again. I feel a new feeling and new control. I understand that failures are temporary and can overcome by the ability to restore and plan strategic planning. I am ready to control my life and make my dream come true.,"I am very happy to hear that. Remember, I'm here to support you step by step. Maintaining this feeling of hope and control will require consistent efforts and compassion to myself, but I believe in your perseverance. You have taken a significant step when contacting and seeking help. Focus on the positive changes you are making and celebrate your progress throughout this journey. Together, we will continue to make your dreams come true.",positive,0.2056818181818182,0.5147727272727273,,
"I haven't thought of seeking feedback but I found how beneficial it could be. Having a new perspective can help me improve my writing ability and gain valuable insights. It is scary to reveal my work to others, but I understand the importance of constructive criticism in perfecting myself.","It feels vulnerable to sharing your work. However, feedback from reliable individuals can be priceless in hodging your skills and helping you develop as a writer. Remember that the goal is not to please everyone but to keep your voice and vision. Do you want to discover or discuss anything else about your dreams and the journey turns it into reality?",negative,-0.18181818181818182,0.7272727272727273,,
"Thank you! Your encouragement means the whole world for me. I am ready to receive this journey with open arms, knowing that I have a person like you by my side. I am very happy that all the positive changes are ahead!","You're welcome! I am very pleased to support you on the journey to find your self -esteem and bring that light in your life. Remember, I will always be here to guide and congratulate your progress. Please receive excitement and let positive changes take place. You have this!",positive,0.3368181818181818,0.5890909090909091,,
"That is the combination of both. I am worried that my classmates will not understand and appreciate my dream, and I am also struggling to find the right words to convey my emotional depth. I don't want to be considered silly or unrealistic.","I can understand your concern. Showing our deepest aspirations can be a challenge, especially when we are afraid of how others can see them. But remember, your dream is unique to you and it has great significance. It is important to respect and respect your own emotions and intentions. So far, which steps have you taken to achieve your dream?",negative,-0.17857142857142858,0.7651785714285715,POSITIVE,0.9910339713096619
"Stress and loneliness seems to be the biggest cause for me. When I feel stressed or overwhelmed, my desire to release sex becomes too strong. It is like a temporary escape from reality. And the loneliness adds these feelings, making me crave for any connection, even if it's not healthy.","It is interesting to stress and loneliness can be interwoven with our coping mechanisms, such as seeking sexual liberation, as a way to temporarily escape our emotions. Looking for healthier coping mechanisms to solve stress and loneliness may be a useful step to break this cycle. Have you tried any strategy to manage these activated factors?",neutral,0.09166666666666665,0.6166666666666667,POSITIVE,0.8716631531715393
"I believe that this new motivation to find and the feeling of satisfaction will spread to other areas in my life, such as work and personal relationships. By nurturing my own happiness and happiness through this new hobby, I will have a new source of energy to invest in many different aspects of life, leading to an overall development of individuals and relationships.","Sure. When we make positive changes in a field of life, it often affects other areas, creating a spread effect on development and satisfaction. I am really happy for you when you start the journey to discover yourself and this passion for innovation. Remember, I'm here to support you all the way.",positive,0.23200757575757572,0.41988636363636367,,
I used to run long distances and listen to music. It helps me relieve my mind and find balance.,So great! It seems that you have discovered some useful coping mechanisms. Is there any reason why you can't combine these strategies into your current situation?,neutral,-0.05,0.4,,
"I didn't really think about it before, but it could be worth it. Perhaps if I write down my thoughts and emotions, I can tell my worries more clearly and share them with my friends more calmly and thoughtfully.","It is a great idea. Writing down your thoughts and emotions can help you better understand and provide a structure to express yourself when the conflict arises. It can also help friends better understand your viewpoint. Remember, healthy friendship is built on open and honest communication. How do you feel when trying this method?",positive,0.26805555555555555,0.4027777777777778,,
"Well, recently I have conflicts with my friends and that really causes me to collapse.",I can understand how it can be discouraged. Conflict with friends may feel quite heavy. Can you tell me more about these conflicts?,neutral,0.1,0.225,,
Sure. Expressing gratitude and kindness will help us maintain love attitude even in challenging times. I believe that this approach can strengthen our relationship and create positive spread effects in our family motivation. I am very grateful for your guidance in resolving these family conflicts. How can I guarantee that I am always committed to this loving approach even when faced with protest or failure?,"Your commitment to the love approach, really praiseworthy. Remember that failure and protest are a natural part of any change. In those moments, it is important to constantly remind yourself of the love you have for your family and the positive changes you are striving for. Based on your support system, may include friends, relatives or even professional therapists like me, to help you focus on your way. Together, we can overcome all challenges arising.",positive,0.3158008658008658,0.6549062049062048,,
"Well, I'm trying to distract myself by fulfilling new hobbies and spending time with your loved ones. It helps me temporarily improve my spirit but the hidden sadness is still there.","It is great that you are trying to participate in the activities that bring you joy and support from loved ones is important. However, sometimes these coping mechanisms may not be enough to overcome depression. Are you ready to explore other treatment options?",positive,0.22323232323232323,0.5292929292929293,POSITIVE,0.9732743501663208
"I tried to speak up about my ambition but it seems that my voice has never been really heard. It will be quite mental when you put all your heart into something that is not noticed. I have not discovered searching for guidance outside of work, but maybe it could be a potential path for assistance.","Discovering external guidance may be a useful step to get new perspectives and find alternative paths to achieve your goals. Have you considered contacting the adviser or the person you admired in your field, who can give instructions and support?",neutral,0.025,0.3625,POSITIVE,0.6526978015899658
"I believe that when my self -esteem increases, it will have a spread to every aspect of my life. It will improve my relationships because I will attract healthier connections and set clear boundaries. It will improve my career prospects because I will have enough confidence to pursue opportunities that suits my passion. In general, it will create a solid foundation for happiness and satisfaction.","It was a strong vision. I can feel your enthusiasm and determination in creating a positive change. Remember, building self -esteem is a journey and may have obstacles on the way. How do you plan to resilience and maintain excitement throughout this process?",positive,0.16999999999999998,0.33666666666666667,,
Thank. I did not expect to find such understanding and support here. I felt like a burden was lifted from my shoulders. I am ready to dig deeper and try to heal these wounds.,"Nothing. I am very honored to be part of your healing journey. Remember, I'm always here to support you on every journey, giving guidance and support. Together, we can remove the rejected classes and find the path towards our acceptance and happier.",neutral,0.1,0.5,,
"I think the first step will be chatting with her. After that, we can explore ways to create more quality time together, even with her strict job. Perhaps we can plan regular dating or seek activities that we both like and can do together.",Those are great suggestions. It is important to prioritize quality time and find ways to nurture your connection. Do you still want to express or discuss anything else?,positive,0.25,0.3034188034188034,,
"In fact, when we were talking about self -esteem, I realized that recently my negative talk was quite noisy. It affects my confidence, especially in the social environment. I want to learn some strategies to ease that inner criticism.",I'm glad you mention this. The negative self -talk can really affect our self -esteem. Let's explore some techniques together. A strategy is challenging those negative thoughts by asking questions about their correctness. Is there any evidence to support or reject thoughts that make you suspect yourself?,neutral,-0.06666666666666667,0.4083333333333333,NEGATIVE,0.7429445385932922
"I believe that open and honest communication is important. We need to create a safe space where we can express ourselves without fear of being judged or aggressive. It is important that we all actively listen to each other's views, confirm each other's feelings and find common points. Perhaps setting some principles for respectful communication can also be helpful.",I totally agree. Creating a safe and respectful space for communication is essential. Setting up the principles of respected communication can really help establish the foundation for healthier interactions. Do you think your family can react to the idea of ​​implementing these communication principles?,positive,0.17166666666666666,0.645,,
"It was like a cloud constantly covering me, making it difficult for me to enjoy anything completely. It is difficult for me to focus at work, always worry that I will confuse everything and assert my beliefs about my poorness. It is tired to constantly fight with these thoughts.","I can feel the heavyness in your words. It will probably be extremely tired to live with this frequent lack of confidence. I can ask, have you told anyone about these emotions before?",negative,-0.16666666666666666,0.6444444444444445,,
It sounds a good start. I used to like painting and playing records but recently I neglected those hobbies. Reviewing those activities can really bring certain comfort and allow me to focus on my development and healing.,It is wonderful to know that you are considering arousing your passion for painting and playing your records. Participating in these creative activities can act as an emotional escape and help you connect with yourself. Remember to be patient and kind to yourself throughout this discovery and healing.,positive,0.2785714285714285,0.40535714285714286,,
Greet ! I hope you have a great day. I want to talk to someone about something that makes me bother recently. I feel scared and worried about my addiction as well as how it affects my family. Can you help?,Hello ! I am very happy to know that you have contacted and I'm here to support you. Addiction can be a challenging journey and fear is natural. Let me know more about how it affects your family.,positive,0.4,0.5,POSITIVE,0.9886170029640198
I am just having some worrying symptoms recently. I don't know where they come from and what to do with them.,"I understand how much it may be. First, focus on describing the symptoms you are experiencing. That will help us get a clearer picture.",neutral,0.0,0.25,,
"I'm still not. To be honest, I avoided solving my financial problems because I felt so painful. The thought of looking at the Bank Statistics Table and facing the reality of my situation made me terrified. I felt like I was disappointed.","Absolutely understand when you feel scared and afraid to face your financial reality. It is not uncommon for heartbreaking to shake our confidence and make us ask our ability. Remember, I'm here to support you to overcome this. Let's explore your financial approaches without making yourself overwhelmed. Some small steps you can do to regain control?",negative,-0.2125,0.6375,,
"I am trying to remind myself about all the positive feedback I received from the first readers to read my book. I also started practicing positive affirmations to combat negative thoughts in. In addition, I am seeking support from my loved ones and surrounding me who trust me. It was a process that was going on but I was determined to overcome my insecurity.","It is great to hear that. Building confidence takes time and it's great to see that you are taking the initiative to solve your insecurities. Remember, Rome is not built in a day and the journey becomes your author just starting. How do you describe your overall emotional state since your dream of becoming a reality?",positive,0.2209090909090909,0.5248484848484848,,
"The most challenging part is accepting that he has really gone. I kept hoping that it was all a bad dream, but the reality came to me like a wave flapping on the shore.",The pain of acceptance can really be very large. It takes time to accept such deep loss. How do you face this extreme feeling?,positive,0.12500000000000003,0.5916666666666667,,
"I think committed to exercise three times a week and practice mindfulness at least 10 minutes a day will be a good starting point. I also heard positive things about writing diary and getting enough sleep, so I also wanted to go into those fields. Is there any suggestion about how to approach them?","I am very happy that you have mentioned writing diary and giving sleep priority as additional methods of taking care of yourself. Writing diary can be a great way to release pent -up emotions and get alert, while quality sleep brings a foundation for healthy mental health. To write a diary, try spending a specific time every day, maybe in the evening, to ponder your thoughts and emotions. For sleep, establish a habit of going to sleep regularly and creating a peaceful environment that is beneficial for relaxation.",positive,0.12545454545454543,0.4290909090909091,,
"I think it would be helpful to set myself small goals, such as taking a certain number of photos per week or participating in photography seminars. By setting achieved goals, I can take responsibility and monitor my development.",Set small goals and can achieve are a great approach. It allows you to progress gradually and bring you a sense of accomplishment. It is important to remember that the goal is not perfection but seeking peace and joy through this new hobby. How do you feel about combining photography into your daily habits?,neutral,-0.01190476190476191,0.4904761904761905,,
I can start by buying some basic art items and spending time practicing. Perhaps I can find some online instructions for beginners or take a local art class to learn more. Performing those first steps feels both interesting and a bit scared.,"I admire your courage, and I believe in your ability to receive this new adventure. Starting with basic sources and spending time practicing is a great approach. Remember, it is essential to be patient with yourself and celebrate every small milestone on the way. How do you imagine how to combine painting into life can have a positive impact on your own awareness?",positive,0.25,0.29166666666666663,,
"Now I really feel worried and overwhelmed. There was an extremely deep fear of me, and it was strangling me.","Hello, thank you for contacting. I can feel the pain in your words. It can be understood that heartbreaking can bring such intense emotions. Can you tell me more about what is happening?",neutral,0.1,0.30000000000000004,,
"Thanks for your kind encouragement. Today, I will commit to write at least 30 minutes, not interrupted, no matter how much I feel distracted. I believe this step will make me feel new and optimistic. It will remind me that my dream is within reach and even small, consistent actions can lead to significant progress over time.","It sounds a great plan. Consistency is really the key to making dreams come true. Remember gently with yourself throughout the process, because of the troubles and moment of isolation can still arise. But by focusing on writing and nurturing connections, you have paved the way for your dream to come true. I will be here to assist you during the journey.",positive,0.15142045454545455,0.4599431818181818,POSITIVE,0.9997443556785583
"Not really. I tried to be happy with everyone, pretending myself. But in the depths, I felt the weight on my chest and maintaining my appearance became more and more difficult.","A lot of courage need to admit that you are having difficulties. It is important to remember that you don't have to go through this alone. Opening your heart to the person you trust, such as friends or family members, can help reduce the burden.",positive,0.24000000000000005,0.64,NEGATIVE,0.9975211024284363
I felt guilty for spending time pursuing my new hobbies while neglecting friendship.,"Hello, thank you for being open for this. It is easy to understand when you feel guilty when prioritizing things that bring joy and accidentally neglect other areas in life, such as friendship. Can you tell me more about your new hobby and how does it affect your friendship?",negative,-0.18181818181818182,0.7272727272727273,,
"Hello, I hope you have a great day! I want to talk about something I am thinking recently. I am feeling really happy and excited about some recent changes in my life, but there is also a persistent problem that is making me bother. It was about a farewell in the past and how it affects my common happiness. I guess you may say that I was bullied by my own thoughts and feelings about it.",Hello ! I am very happy to know that you are feeling happy and excited. It is great to have some positive things in our lives. I am here to listen and help you understand how this breakup is still affecting you. Can you tell me more about the meaning of you being bullied by your thoughts and feelings?,positive,0.32499999999999996,0.55,NEGATIVE,0.9910162687301636
Thank. Your support is great for me. I am determined to turn the situation and create a balance between pursuing my dreams and health care.,"Nothing. I believe in you and I will be here step by step to support and guide you. Remember, you can ask for help and seek support when needed. Let's make a plan to ensure you can prioritize your health and achieve your dream of reality.",positive,0.8,0.75,,
So far has been about six months. I went to see many doctors and experts but they could not make a clear diagnosis. It was frustrating and I was worried that my colleagues and superiors thought that I was taking it as an excuse.,It will be extremely difficult when our physical health is damaged and we cannot find answers or solutions. You mentioned worrying about what others may think. Can you tell me more about these concerns?,neutral,0.04999999999999999,0.5666666666666667,,
"I tried to practice taking care of myself, such as adequate rest, eating well and participating in activities that bring joy to me. However, the more I focus on my health, the more I became worried. It is like a circulatory cycle that never ends.",I hear your disappointment. It seems that focusing on health is increasing your anxiety. Did you consider exploring other areas in your life where you find satisfaction and joy?,positive,0.42666666666666664,0.4066666666666666,,
"Well, recently I neglected my nutritional needs, especially during stressful time. I often switch to eating unhealthy comfort, this only makes my physical and mental health worse. I know I need to make healthier options but it's hard to break this pattern.","Many people have difficulty maintaining a balanced diet. It is necessary to approach it from a self -care perspective rather than punishment. Have you considered finding instructions from nutrition experts or combining small changes, can control your eating habits?",negative,-0.14895833333333333,0.5543154761904763,,
"I appreciate your belief for me. It gives me a ray of hope between all darkness. I know that will not be easy and will take back steps, but I am ready to fight to regain my life. Thank you for guiding me through this conversation and reminding me that I am not alone.","You are never alone in this journey. I will be here every step, cheer and support you. Keep that fighting spirit and always remember that you are stronger than your addiction. Together, we will overcome the darkness and find the light at the end of the tunnel.",positive,0.2111111111111111,0.4444444444444445,,
"Really very depressed. I feel like I am criticized and targeted by some people at work. They constantly criticized my ideas and weakened my contributions, causing me to ask questions about my ability. It is difficult to maintain the motivation when I face this negative type.",I can understand how miserable it is. Bullying can significantly affect your self -esteem and overall health. Can you provide specific examples of behavior or incidents that you consider bullying?,negative,-0.15,0.5083333333333333,,
"To be honest, I didn't really think about it before. I always think that conflict is the only way to address my authentic needs. But now you mention it, I can find that open and honest communication can be a better approach. Perhaps by expressing my confirmation needs calmly and loving, I can create more understanding and connectivity with my friends.","It is a great perception! There should be courage to consider different approaches and discover new ways to meet our needs. As you mentioned, open and honest communication can be a powerful tool in building understanding and connecting. How do you think your friends will react if you express your needs to be calm and love?",positive,0.38,0.6950000000000001,,
"It feels great! When I try to fight the addiction and make choices that fit my dream, the feeling of empowerment and joy filled me. It promotes my excitement of a life without this burden.","It is great to hear that! Those feelings that are more powerful and joy are a sign that you are on the right track. Remember to celebrate your victory along the way, no matter how small they seem. All are a stepping stone for you to aim to come true.",positive,0.65,0.5625,,
That makes sense. I guess I was avoiding confrontation because I didn't like conflict.,"Feeling that is completely normal. Conflict can be uncomfortable, but it is important to convey our emotions and needs in a healthy way. Remember, a friend who really will listen and respect your boundaries.",neutral,0.0,0.0,,
It is difficult. I feel retreated and isolated. I can't help but ask questions about myself. Maybe I had something wrong if my friend no longer wanted to be a part of my life.,"It can be understood that you are asking yourself in this situation, but it is important to remember the refusal to reflect the value of you. We all have times of doubt, but it is important that you realize your qualities and the value that you bring to others. Some of the positive characteristics you own that you are proud of?",negative,-0.5,0.95,,
"Well, there are times when I go with him to the appointments and sit beside him during treatment. I tried to give comfort and listen to him when he needed to confide. But it never feels enough.","Obviously you are deeply cared for him, and has supported him a lot throughout the journey. Grief can distort our awareness of our actions. Did you consider talking to people who know him well and can make other views?",neutral,0.0,0.5,,
I am feeling very sad. It was like a dark cloud that was always floating on me. I no longer enjoy everything as before and I feel it is hard to hope for anything.,Feeling sad in such circumstances is completely normal. Bullying can lose our self -esteem and make it difficult for us to see the positive aspects of life. Have you found any way out to express your emotions and cope with sadness?,negative,-0.17291666666666666,0.6104166666666666,NEGATIVE,0.9806329607963562
